open_rev_id,page_id,namespace,page_title,open_ts,close_ts,outcome_type,closer,duration_days
708537415,3706897,4,Village_pump_(proposals),20160306040116,20161107053034,human_close,Gestrid,246.0
708629697,49273977,1,Alt-right,20160306180145,20160405180129,stale,Legobot,29.0
708638205,3706897,4,Village_pump_(proposals),20160306190117,20161107053034,human_close,Gestrid,245.0
708638211,3706897,4,Village_pump_(proposals),20160306190119,20161107053034,human_close,Gestrid,245.0
708666451,3706897,4,Village_pump_(proposals),20160306220114,20161107053034,human_close,Gestrid,245.0
708666456,3706897,4,Village_pump_(proposals),20160306220116,20161107053034,human_close,Gestrid,245.0
708675328,3706897,4,Village_pump_(proposals),20160306230119,20161107053034,human_close,Gestrid,245.0
708675330,3706897,4,Village_pump_(proposals),20160306230120,20161107053034,human_close,Gestrid,245.0
708691063,3706897,4,Village_pump_(proposals),20160307010118,20161107053034,human_close,Gestrid,245.0
708691068,3706897,4,Village_pump_(proposals),20160307010119,20161107053034,human_close,Gestrid,245.0
708691075,7392634,1,Caravan_(Juan_Tizol_and_Duke_Ellington_song),20160307010121,20160406020116,stale,Legobot,30.0
708697591,3706897,4,Village_pump_(proposals),20160307020116,20161107053034,human_close,Gestrid,245.0
708697594,3706897,4,Village_pump_(proposals),20160307020117,20161107053034,human_close,Gestrid,245.0
708703713,3706897,4,Village_pump_(proposals),20160307030118,20161107053034,human_close,Gestrid,245.0
708703717,3706897,4,Village_pump_(proposals),20160307030119,20161107053034,human_close,Gestrid,245.0
708710260,295899,1,Mahavira,20160307040111,20160406040113,stale,Legobot,30.0
708716741,3706897,4,Village_pump_(proposals),20160307050115,20161107053034,human_close,Gestrid,245.0
708716745,3706897,4,Village_pump_(proposals),20160307050117,20161107053034,human_close,Gestrid,245.0
708723026,49537838,4,Templates_for_discussion/Log/2016_February_25,20160307060141,,open,,
708728356,3485883,1,Peyton_Manning,20160307070118,20160406070118,stale,Legobot,30.0
708803012,1261827,5,Administrators'_noticeboard,20160307180130,20160323160121,stale,Legobot,15.0
708839665,49317831,1,Resting_bitch_face,20160307220143,20160406220122,stale,Legobot,29.0
708952957,14301451,1,Lord_Uxbridge's_leg,20160308110134,20160407110117,stale,Legobot,29.0
708974343,5902913,11,Infobox_character,20160308140133,20160326210111,stale,Legobot,18.0
709001362,4429996,5,Good_article_nominations,20160308170116,20161231180142,stale,Legobot,298.0
709029149,36075556,1,Athletics_at_the_2012_Summer_Olympics_–_Women's_1500_metres,20160308200137,20160407200119,stale,Legobot,29.0
709055271,5929168,5,WikiProject_Schools,20160308230138,20160407190114,stale,Legobot,29.0
709107211,693527,1,Lindsay_Lohan,20160309050115,20160408050113,stale,Legobot,29.0
709212055,14593511,5,Spoiler,20160309190125,20160408190116,stale,Legobot,29.0
709252154,42524239,1,Marisa_Lankester,20160309230133,,open,,
709260466,21132152,1,Jack_Ruby,20160310000129,,open,,
709307319,206814,1,Time_Person_of_the_Year,20160310060113,20160321020111,stale,Legobot,10.0
709320887,49210080,1,2016_United_States–Iran_naval_incident,20160310080149,20160409070118,stale,Legobot,29.0
709327466,2823542,5,"Categories,_lists,_and_navigation_templates",20160310090121,20170219180127,stale,Legobot,346.0
709406269,1369192,1,Taqiyya,20160310190114,20160409190113,stale,Legobot,29.0
709499329,23398418,1,Aadhaar,20160311080123,20160410090118,stale,Legobot,30.0
709524439,42620223,15,Liam_Lynch_(musician)_songs,20160311120140,,open,,
709591755,3592134,1,Ford_Pinto,20160311210120,20160417210113,stale,Legobot,36.0
709599715,26386428,5,Videos,20160311220122,20160410230118,stale,Legobot,30.0
709724673,1911952,1,Compulsory_sterilization,20160312180114,20160411180115,stale,Legobot,30.0
709754891,5640217,1,Real_robot,20160312220124,,open,,
709803530,272820,1,European_Graduate_School,20160313050111,20160401210112,stale,Legobot,19.0
709836477,76295,1,Josip_Broz_Tito,20160313110115,,open,,
709875715,4252797,1,Electromagnetic_hypersensitivity,20160313170115,20160412180118,stale,Legobot,30.0
709950242,24627180,1,Civil_rights_movement_(1865–1896),20160314020118,20160411070122,stale,Legobot,28.0
709964141,1720535,1,Civil_rights_movement_(1896–1954),20160314040118,20160411070115,stale,Legobot,28.0
710029204,30557900,1,Australian_head_of_state_dispute,20160314150120,20160316210123,stale,Legobot,2.0
710061715,3485883,1,Peyton_Manning,20160314190116,20160406070118,stale,Legobot,22.0
710205881,6277634,1,Brick_(song),20160315160116,20160414170139,stale,Legobot,30.0
710312359,1512330,5,Manual_of_Style/Music,20160316060114,20160415050112,stale,Legobot,29.0
710366052,43758735,1,Gamergate,20160316150124,20160415160123,stale,Legobot,30.0
710381725,2584369,5,Non-free_content,20160316170116,20160827110113,stale,Legobot,163.0
710381780,47708109,1,Sex_offender_registries_in_the_United_States,20160316170139,20160415180122,stale,Legobot,30.0
710415008,47181,1,Amway,20160316210113,20160415220111,stale,Legobot,30.0
710439333,304832,1,List_of_films_voted_the_best,20160317000115,20160416000112,stale,Legobot,29.0
710448007,570793,1,Donald_Trump,20160317010113,20240824055036,human_close,Freedom4U,3082.0
710456923,12197038,1,Monarchy_of_Canada,20160317020114,20160416020116,stale,Legobot,30.0
710471643,2237880,1,1_metre,20160317040111,20160416050111,stale,Legobot,30.0
710512005,9681,1,Exponential_function,20160317110109,20160416110110,stale,Legobot,30.0
710599465,39490770,1,"Boycott,_Divestment_and_Sanctions",20160317230126,20160416220122,stale,Legobot,29.0
710666902,48970022,1,List_of_state_leaders_in_2016,20160318090125,,open,,
710677418,48970022,1,List_of_state_leaders_in_2016,20160318110129,,open,,
710724904,22637346,1,Yahweh,20160318180120,20160318180121,stale,Legobot,0.0
710871079,1023363,1,Jeb_Bush,20160319150113,,open,,
